i,a,b,title,type,year,final,motivo,evidencia,flags
16366,Nicky Jam,Daddy Yankee,El Amante,song,2017,SUSPEITA,'El Amante' é solo / possível duplicata,,near_dup_pair18258
16367,Nicky Jam,Wisin,Si Tu Lo Dejas,song,2014,SUSPEITA,não recordo 'Si Tu Lo Dejas' entre eles,,
16368,Nicky Jam,Anuel AA,Shanghai,song,2019,SUSPEITA,não recordo 'Shanghai',,
16369,Nicky Jam,Farruko,Viceversa,song,2020,SUSPEITA,não recordo 'Viceversa',,
16371,Myke Towers,Wisin,La Curiosidad,song,2021,SUSPEITA,"'La Curiosidad' com Myke, Wisin no remix incerto",,
16372,Myke Towers,J. Balvin,Bandido,song,2020,SUSPEITA,possível duplicata,,near_dup_pair9651
16373,Myke Towers,Jhay Cortez,Una Noche,song,2021,SUSPEITA,não recordo 'Una Noche',,
16375,Myke Towers,Anuel AA,Soltera,song,2020,SUSPEITA,'Soltera Remix' é Lunay/Daddy Yankee/Bad Bunny,,
16376,Myke Towers,Farruko,Pepas (Remix),song,2021,SUSPEITA,"'Pepas' é solo Farruko, remix incerto",,
16377,Myke Towers,De La Ghetto,La Playa,song,2020,SUSPEITA,não recordo 'La Playa',,
16378,Tainy,Bad Bunny,Lo Que Sientes Tú,song,2020,SUSPEITA,não recordo 'Lo Que Sientes Tú',,
16379,Tainy,Rauw Alejandro,Baila Conmigo,song,2021,SUSPEITA,"Tainy produtor, feature em 'Baila Conmigo' incerto",,
16382,Tainy,Nicki Minaj,Yhlqmdlg (contributions),song,2020,SUSPEITA,"contribuição vaga em álbum de Bad Bunny, não colaboração Tainy-Nicki",,
16384,Enrique Iglesias,Pitbull,Come N' Get It,song,2012,SUSPEITA,título incerto entre Enrique e Pitbull,,
16385,Enrique Iglesias,Wisin,Una Noche,song,2008,SUSPEITA,parceria Enrique-Wisin plausível mas título incerto,,
16386,Enrique Iglesias,Wisin & Yandel,Lloro por Ti,song,2010,SUSPEITA,possível duplicata (dup_of_11629),,dup_of_11629
16387,Enrique Iglesias,J. Balvin,Trago (Sip Sip),song,2021,SUSPEITA,parceria Enrique-Balvin incerta neste título,,
16389,TINI,Becky G,Ni de Ti Ni de Mí,song,2019,SUSPEITA,parceria TINI-Becky G incerta neste título,,
16391,TINI,Nacho,Rara,song,2018,SUSPEITA,parceria TINI-Nacho incerta,,
16392,TINI,J. Balvin,Fiebre,song,2019,SUSPEITA,'Fiebre' associado a Balvin mas participação incerta,,
16393,TINI,Khea,Duele,song,2020,SUSPEITA,parceria TINI-Khea incerta neste título,,
16394,TINI,Paulo Londra,Como Si No Importara,song,2019,SUSPEITA,parceria TINI-Paulo Londra incerta,,
16395,TINI,De La Ghetto,Quiero Volver,song,2021,SUSPEITA,"'Quiero Volver' teve vários artistas, De La Ghetto incerto",,
16397,TINI,Jhay Cortez,Bar Bar,song,2022,SUSPEITA,'Bar' de TINI com Jhay Cortez incerto no título exato,,
16398,TINI,Anitta,Se Te Pega,song,2022,SUSPEITA,parceria TINI-Anitta incerta neste título,,
16399,Anitta,Maluma,Sim ou Não,song,2015,SUSPEITA,possível duplicata (dup_of_1411),,dup_of_1411
16401,Anitta,Pedro Sampaio,Sua Cara (Remix),song,2020,SUSPEITA,remix Anitta-Pedro Sampaio incerto,,
16402,Anitta,Pedro Sampaio,Onda Diferente (Remix),song,2019,SUSPEITA,remix incerto entre Anitta e Pedro Sampaio,,
16403,Anitta,Iggy Azalea,Switch (Remix),song,2017,SUSPEITA,'Switch' remix com Iggy Azalea incerto,,
16404,Anitta,Maejor,Vai Malandra,song,2017,SUSPEITA,"'Vai Malandra' teve Maejor entre autores, participação incerta",,
16405,Anitta,Ryan Tedder,Craving (I Only Want What I Can't Have),song,2021,SUSPEITA,parceria Anitta-Ryan Tedder incerta,,
16406,Anitta,J. Balvin,A Sua Maneira,song,2021,SUSPEITA,parceria Anitta-Balvin neste título incerta,,
16407,Anitta,Ludmilla,Anitta e Ludmilla,ep,2015,SUSPEITA,EP conjunto Anitta-Ludmilla não documentado,,
16408,Anitta,Lele Pons,Dicen,song,2021,SUSPEITA,parceria Anitta-Lele Pons incerta,,
16411,Iza,Ludmilla,Pesadona,song,2019,SUSPEITA,'Pesadona' com Ludmilla incerto,,
16412,Iza,Xamã,Avante,song,2021,SUSPEITA,parceria Iza-Xamã incerta neste título,,
16413,Iza,Gloria Groove,Rainha,song,2022,SUSPEITA,parceria Iza-Gloria Groove incerta,,
16414,Iza,Pabllo Vittar,Gucci,song,2019,SUSPEITA,parceria Iza-Pabllo Vittar em 'Gucci' incerta,,
16415,Iza,Lexa,Chega,song,2021,SUSPEITA,parceria Iza-Lexa incerta,,
16416,Iza,MC Kevinho,Pesadão,song,2019,SUSPEITA,'Pesadão' remix com Kevinho incerto,,
16418,Luan Santana,Ivete Sangalo,Você Não Precisa,song,2022,SUSPEITA,parceria Luan-Ivete neste título incerta,,
16419,Luan Santana,Jorge,Luan City,song,2018,SUSPEITA,"Jorge & Mateus com Luan, título 'Luan City' incerto",,
16420,Luan Santana,Mateus,Luan City,song,2018,SUSPEITA,"Jorge & Mateus com Luan, título 'Luan City' incerto",,
16421,Luan Santana,Naiara Azevedo,A Culpa É Sua,song,2017,SUSPEITA,parceria Luan-Naiara Azevedo incerta,,
16422,Luan Santana,MC Don Juan,Preto e Dourado,song,2020,SUSPEITA,parceria Luan-MC Don Juan incerta,,
16423,Luan Santana,Thiaguinho,Acordei,song,2020,SUSPEITA,parceria Luan-Thiaguinho incerta,,
16425,Seu Jorge,Cássia Eller,O Tempo Não Para,song,2001,SUSPEITA,parceria Seu Jorge-Cássia Eller incerta,,
16426,Seu Jorge,Jorge Ben Jor,Fio Maravilha,song,2009,SUSPEITA,parceria Seu Jorge-Jorge Ben incerta neste título,,
16427,Pedro Sampaio,Luísa Sonza,Não Vou Negar,song,2020,SUSPEITA,parceria Pedro Sampaio-Luísa Sonza incerta neste título,,
16428,Pedro Sampaio,Gloria Groove,Bum Bum Tam Tam (Remix),song,2021,SUSPEITA,remix 'Bum Bum Tam Tam' com Gloria Groove incerto,,
16429,Pedro Sampaio,Kevinho,Equipa o Tamborzão,song,2020,SUSPEITA,parceria Pedro Sampaio-Kevinho incerta,,
16430,Pedro Sampaio,Lexa,Posso Ir,song,2021,SUSPEITA,parceria Pedro Sampaio-Lexa incerta,,
16431,Pedro Sampaio,Jojo Todynho,Tropa do Pagodão,song,2021,SUSPEITA,parceria Pedro Sampaio-Jojo Todynho incerta,,
16433,Gloria Groove,Luísa Sonza,Bom Mesmo É Nós,song,2022,SUSPEITA,parceria Gloria Groove-Luísa Sonza neste título incerta,,
16434,Gloria Groove,Léo Santana,Não Tem Não,song,2020,SUSPEITA,parceria Gloria Groove-Léo Santana incerta,,
16435,Djonga,Marcelo D2,Batalha do Passinho,song,2019,SUSPEITA,parceria Djonga-Marcelo D2 incerta,,
16436,Djonga,BK',Quem Você Pensa Que É,song,2019,SUSPEITA,parceria Djonga-BK' incerta neste título,,
16437,Djonga,Rashid,Boa Noite,song,2020,SUSPEITA,parceria Djonga-Rashid incerta,,
16438,Djonga,Emicida,Boa Noite,song,2019,SUSPEITA,parceria Djonga-Emicida incerta neste título,,
16439,Djonga,Funkero,Tropa do Banguela,song,2021,SUSPEITA,parceria Djonga-Funkero incerta,,
16440,Djonga,Don L,Canalhas,song,2017,SUSPEITA,parceria Djonga-Don L incerta neste título,,
16441,Marcelo D2,Emicida,Futuros Loucos,song,2012,SUSPEITA,parceria Marcelo D2-Emicida incerta neste título,,
16442,Marcelo D2,Planet Hemp,Enquanto o Tráfico Não Para,song,2015,SUSPEITA,"Marcelo D2 é do Planet Hemp, colaboração como dupla incerta",,
16443,Marcelo D2,Criolo,Mariô,song,2014,SUSPEITA,parceria Marcelo D2-Criolo incerta neste título,,
16445,Jung Kook,BTS,Dynamite,song,2020,SUSPEITA,"Jung Kook é membro do BTS, não colaboração externa",,
16446,Jung Kook,BTS,Permission to Dance,song,2021,SUSPEITA,"Jung Kook é membro do BTS, não colaboração externa",,
16449,Rosé,BLACKPINK,Kill This Love,song,2019,SUSPEITA,"Rosé é membro do BLACKPINK, não colaboração externa",,
16450,Rosé,BLACKPINK,How You Like That,song,2020,SUSPEITA,"Rosé é membro do BLACKPINK, não colaboração externa",,
16453,NIKI,Rich Brian,See Me,song,2020,SUSPEITA,parceria NIKI-Rich Brian incerta neste título,,
16454,NIKI,Warren Hue,California,song,2021,SUSPEITA,'California' 88rising com Warren Hue incerto,,
16456,RM,BTS,IDOL,song,2018,SUSPEITA,"RM é membro do BTS, não colaboração externa",,
16460,RM,Tablo,forever rain,song,2018,SUSPEITA,"'forever rain' é solo de RM, feat Tablo incerto",,
16461,OneRepublic,Seeb,Rich Girl,song,2017,SUSPEITA,possível duplicata (dup_of_15061),,dup_of_15061
16463,OneRepublic,Alesso,If I Lose Myself,song,2013,SUSPEITA,possível duplicata (dup_of_12578),,dup_of_12578
16466,OneRepublic,Jordi,Didn't I,song,2021,SUSPEITA,"'Didn't I' é do álbum Human, feat Jordi incerto",,
16467,Foo Fighters,Brian May,Bicycle Race,song,2011,SUSPEITA,Foo Fighters com Brian May tocando Queen incerto,,
16468,Foo Fighters,Nandi Bushell,Shame Shame (Remix),song,2021,SUSPEITA,"Foo Fighters-Nandi Bushell colaboraram, remix incerto",,
16469,Foo Fighters,Paul McCartney,Get Back (Rock'N'Roll Hall of Fame),live,2021,SUSPEITA,live com Paul McCartney no Rock Hall incerto neste formato,,
16473,Green Day,Weezer,Back in the USSR,live,2019,SUSPEITA,performance ao vivo não confirmada,,
16474,Green Day,Fall Out Boy,Carry On,song,2013,SUSPEITA,colaboração não comprovada,,
16475,Green Day,Oasis,Live Forever,live,2005,SUSPEITA,registro ao vivo não documentado,,
16477,Hozier,Brandi Carlile,Like Real People Do (Live),live,2019,SUSPEITA,registro ao vivo não confirmado,,
16478,Hozier,Dermot Kennedy,Better Together (Livestream),live,2020,SUSPEITA,livestream não confirmada,,
16479,Hozier,Emma Langford,Work Song (Live),live,2020,SUSPEITA,registro ao vivo não confirmado,,
16482,Wizkid,Davido,Manya,song,2017,SUSPEITA,possível duplicata,,dup_of_15397
16483,Wizkid,Damian Marley,Fake It,song,2014,SUSPEITA,colaboração não confirmada,,
16484,Wizkid,Korede Bello,Selense,song,2016,SUSPEITA,colaboração não confirmada,,
16485,Wizkid,Tiwa Savage,Bad Energy,song,2015,SUSPEITA,título não confirmado entre os dois,,
16487,Ayra Starr,Wizkid,2 Sugar,song,2022,SUSPEITA,possível duplicata,,dup_of_15084
16488,Ayra Starr,CKay,Bloody Samaritan (Remix),song,2022,SUSPEITA,remix teve Kelly Rowland; CKay incerto,,
16490,Ayra Starr,Magixx,19 & Dangerous,song,2021,SUSPEITA,"19 & Dangerous é álbum da Ayra, não colab",,
16491,Ayra Starr,Don Toliver,Rush (Remix),song,2023,SUSPEITA,remix não confirmado,,
16492,Ayra Starr,Coi Leray,COMMA,song,2023,SUSPEITA,colaboração não confirmada,,
16493,Ayra Starr,Giveon,Shapeshifter,song,2023,SUSPEITA,título não confirmado entre os dois,,
16494,Morgan Wallen,HARDY,Sand in My Boots,song,2021,SUSPEITA,possível duplicata,,dup_of_3012
16495,Morgan Wallen,Eric Church,Thought You Should Know,song,2021,SUSPEITA,"Church co-escreveu, mas não é dueto claro",,
16496,Morgan Wallen,Lil Durk,Everything I Love,song,2023,SUSPEITA,colab conhecida é Broadway Girls; esta incerta,,
16499,J. Balvin,Ozuna,Reggaeton,song,2021,SUSPEITA,possível duplicata,,dup_of_5813
16501,J. Balvin,Pharrell Williams,Como Quieres,song,2017,SUSPEITA,título não confirmado,,
16502,J. Balvin,Diplo,Safari (Remix),song,2016,SUSPEITA,remix com Diplo não confirmado,,
16503,Ariana Grande,Miley Cyrus,Don't Dream It's Over,song,2018,SUSPEITA,possível duplicata,,dup_of_12299
16506,Ariana Grande,Ty Dolla Sign,Knew Better / Forever Boy,song,2016,SUSPEITA,não é feature clara com Ty Dolla Sign,,
16514,Justin Bieber,Travis Scott,Maria,song,2021,SUSPEITA,faixa Maria não confirmada,,
16516,Justin Bieber,Poo Bear,Hard 2 Face Reality,song,2019,SUSPEITA,"existe, mas ano/detalhe incerto",,
16519,Demi Lovato,Nick Jonas,Close,song,2016,SUSPEITA,possível duplicata,,dup_of_12552
16521,Demi Lovato,G-Eazy,My Old Ways,song,2021,SUSPEITA,colaboração não confirmada,,
16525,Demi Lovato,Wale,In the Club,song,2017,SUSPEITA,colaboração não confirmada,,
16529,Adele,Beyoncé,Make You Feel My Love (tribute performance),live,2013,SUSPEITA,tributo ao vivo não confirmado,,
16531,Doja Cat,Young Thug,Dysfunctional,song,2021,SUSPEITA,colaboração não confirmada,,
16532,Doja Cat,Gunna,Need to Know,song,2021,SUSPEITA,possível duplicata; Need to Know é solo,,near_dup_pair15129
16533,Doja Cat,Eve,Freak,song,2021,SUSPEITA,colaboração não confirmada,,
16534,Doja Cat,Jhené Aiko,Love Language,song,2021,SUSPEITA,colaboração não confirmada,,
16540,Doja Cat,Tyga,Freaky Deaky,song,2022,SUSPEITA,possível duplicata,,dup_of_7078
16544,Daniel Caesar,Jacob Collier,Onoma,song,2019,SUSPEITA,colaboração não confirmada,,
16545,Daniel Caesar,Syd,Open Up,song,2019,SUSPEITA,colaboração não confirmada,,
16546,Daniel Caesar,Koffee,GMFU,song,2023,SUSPEITA,colaboração não confirmada,,
16547,Daniel Caesar,WondaGurl,Japanese Denim,song,2017,SUSPEITA,produção da WondaGurl não confirmada,,
16549,Daniel Caesar,Charlotte Day Wilson,Blessed,song,2017,SUSPEITA,Blessed é solo do Daniel Caesar,,
16550,Frank Ocean,Kanye West,New Magic Wand,song,2019,SUSPEITA,possível duplicata; faixa do Tyler,,dup_of_15138
16551,Frank Ocean,"Tyler, The Creator",White Ferrari (co-writer),song,2016,SUSPEITA,crédito de co-autoria não confirmado,,
16553,Frank Ocean,Drake,Thinkin Bout You (co-write),song,2012,SUSPEITA,co-autoria de Drake não confirmada,,
16555,Mariah Carey,Ludacris,Obsessed,song,2009,SUSPEITA,possível duplicata; Obsessed é solo,,near_dup_pair15148
16557,Mariah Carey,Snoop Dogg,H.A.T.E.U.,song,2009,SUSPEITA,participação de Snoop não confirmada,,
16562,Lorde,David Bowie,Life on Mars? (live),live,2016,SUSPEITA,"tributo ao vivo de Bowie por Lorde, não colaboração direta",,
16563,Lorde,Flume,Tennis Courts (Flume Remix),song,2013,SUSPEITA,remix existe mas título 'Tennis Court' não plural,,
16564,Lorde,Clairo,Liability (live),live,2021,SUSPEITA,performance ao vivo não confirmada com Clairo,,
16565,Calvin Harris,Tinashe,Dollar Signs,song,2014,SUSPEITA,possível duplicata (dup_of_3305),,dup_of_3305
16566,Calvin Harris,Kylie Minogue,One Kiss (live),live,2018,SUSPEITA,'One Kiss' foi com Dua Lipa; versão ao vivo com Kylie não confirmada,,
16567,Calvin Harris,Gwen Stefani,Slow Clap,song,2021,SUSPEITA,colaboração não recordada com firmeza,,
16568,Kygo,Ed Sheeran,With You,song,2023,SUSPEITA,colaboração Kygo/Ed Sheeran não confirmada,,
16569,Kygo,Donna Summer,Hot Stuff,song,2020,SUSPEITA,'Hot Stuff' é de Donna Summer; remix Kygo não confirmado,,
16570,Kygo,James Gillespie,Never Let You Go,song,2022,SUSPEITA,não recordo essa colaboração específica,,
16574,Kygo,Ryan Tedder,Nothing Left,song,2021,SUSPEITA,colaboração não recordada com firmeza,,
16575,Kygo,Maty Noyes,Stay,song,2016,SUSPEITA,possível duplicata (dup_of_4038),,dup_of_4038
16576,Major Lazer,Nicki Minaj,Run the World,song,2013,SUSPEITA,possível duplicata (dup_of_3375); atribuição incerta,,dup_of_3375
16577,Major Lazer,Beyoncé,Run the World,song,2013,SUSPEITA,"'Run the World' é da Beyoncé, produção Switch/Diplo, não crédito Major Lazer",,
16578,Major Lazer,Ariana Grande,All My Love,song,2015,SUSPEITA,colaboração não recordada com firmeza,,
16579,Major Lazer,Haile,All My Love,song,2015,SUSPEITA,"artista secundário obscuro, não confirmado",,
16581,Major Lazer,RL Grime,Powerful (Remix),song,2015,SUSPEITA,remix não confirmado com firmeza,,
16582,Major Lazer,Diplo,Be Together,song,2015,SUSPEITA,'Be Together' foi com Wild Belle; crédito Diplo interno confuso,,
16584,Major Lazer,J. Balvin,Bésame,song,2017,SUSPEITA,colaboração não recordada com firmeza,,
16587,Tiësto,Becky Hill,My Party,song,2021,SUSPEITA,colaboração não recordada com firmeza,,
16589,Tiësto,Jonas Brothers,Do or Die,song,2023,SUSPEITA,colaboração não recordada com firmeza,,
16590,Tiësto,Ty Dolla Sign,Faded (Love),song,2022,SUSPEITA,colaboração não recordada com firmeza,,
16600,Travis Scott,Drake,sicko mode,song,2018,SUSPEITA,'Sicko Mode' real mas possível duplicata (dup_of_9),,dup_of_9
16602,Travis Scott,Future,First Take,song,2016,SUSPEITA,possível duplicata (dup_of_12243),,dup_of_12243
16603,Travis Scott,Quavo,"Huncho Jack, Jack Huncho",album,2017,SUSPEITA,'Huncho Jack' real mas possível duplicata (dup_of_6820),,dup_of_6820
16604,Travis Scott,Khalid,Keep It Low,song,2018,SUSPEITA,colaboração não recordada com firmeza,,
16605,Travis Scott,21 Savage,Zombie,song,2018,SUSPEITA,colaboração não recordada com firmeza,,
16606,Travis Scott,Bryson Tiller,Wonderful,song,2019,SUSPEITA,colaboração não recordada com firmeza,,
16608,Travis Scott,NAV,Way Back,song,2018,SUSPEITA,colaboração não recordada com firmeza,,
16609,Travis Scott,Playboi Carti,Butterfly Effect,song,2017,SUSPEITA,'Butterfly Effect' é solo de Travis; Carti não creditado,,
16611,Travis Scott,Bad Bunny,I Know,song,2022,SUSPEITA,colaboração não recordada com firmeza,,
16612,Travis Scott,SZA,Love Galore (Remix),song,2017,SUSPEITA,'Love Galore' é da SZA feat Travis; remix não confirmado,,
16615,Lil Durk,6LACK,Switch Lanes,song,2021,SUSPEITA,colaboração não recordada com firmeza,,
16617,Lil Durk,Rod Wave,Internet Trolls,song,2021,SUSPEITA,colaboração não recordada com firmeza,,
16618,Lil Durk,Alicia Keys,Man of My Word,song,2021,SUSPEITA,colaboração não recordada com firmeza,,
16619,Lil Durk,Nicki Minaj,Make That Move,song,2022,SUSPEITA,colaboração não recordada com firmeza,,
16620,Lil Durk,Doja Cat,ICED,song,2021,SUSPEITA,colaboração não recordada com firmeza,,
16625,Eminem,Kendrick Lamar,Walk on Water (Remix),song,2017,SUSPEITA,remix 'Walk on Water' com Kendrick não confirmado,,
16626,Eminem,Joyner Lucas,What If I Was Gay,song,2023,SUSPEITA,colaboração não recordada com firmeza,,
16634,A$AP Rocky,FKA twigs,Fukk Sleep,song,2018,SUSPEITA,'Fukk Sleep' com FKA twigs; possível duplicata (dup_of_12322),,dup_of_12322
16636,A$AP Rocky,Danger Mouse,Feel So Good (Remix),song,2011,SUSPEITA,remix não confirmado com firmeza,,
16637,A$AP Rocky,Haiku Hands,Not About You,song,2019,SUSPEITA,colaboração não recordada com firmeza,,
16638,A$AP Rocky,Miguel,Cancel,song,2017,SUSPEITA,colaboração não recordada com firmeza,,
16639,A$AP Rocky,Jim Jones,Fashion Killa,song,2012,SUSPEITA,'Fashion Killa' é solo de A$AP; Jim Jones não creditado,,
16640,DaBaby,Lizzo,Truth Hurts (Remix),song,2019,SUSPEITA,remix 'Truth Hurts' com DaBaby não confirmado,,
16641,DaBaby,City Girls,Nasty,song,2020,SUSPEITA,colaboração não recordada com firmeza,,
16643,DaBaby,Nicki Minaj,Freak (Remix),song,2021,SUSPEITA,colaboração não recordada com firmeza,,
16645,Playboi Carti,SZA,Go2DaMoon,song,2020,SUSPEITA,"'Go2DaMoon' é Carti feat Kanye, não SZA",,
16646,Playboi Carti,Lil Uzi Vert,Flex,song,2017,SUSPEITA,colaboração não recordada com firmeza,,
16647,Playboi Carti,Young Thug,Woke Up Like This,song,2017,SUSPEITA,colaboração não recordada com firmeza,,
16648,Playboi Carti,Nicki Minaj,Poke It Out,song,2018,SUSPEITA,colaboração não recordada com firmeza,,
16649,Playboi Carti,Juice WRLD,Mileage,song,2019,SUSPEITA,colaboração não recordada com firmeza,,
16650,Migos,Post Malone,Congratulations,song,2017,SUSPEITA,possível duplicata (dup_of_15242),,dup_of_15242
16651,Migos,21 Savage,Too Hotty,song,2021,SUSPEITA,21 Savage não consta na faixa dos Migos,,
16652,Migos,Young Thug,Givenchy,song,2017,SUSPEITA,colaboração não confirmada,,
16655,Wiz Khalifa,Juicy J,Crazy,song,2013,SUSPEITA,título genérico não confirmado,,
16656,Wiz Khalifa,Trae tha Truth,The Race (Remix),song,2017,SUSPEITA,"remix duvidoso, não confirmado",,
16657,Wiz Khalifa,The Weeknd,What You Need (Remix),song,2013,SUSPEITA,remix não confirmado,,
16658,Wiz Khalifa,Lil Wayne,"Work Hard, Play Hard (Remix)",song,2012,SUSPEITA,remix não confirmado,,
16664,Rick Ross,John Legend,Maybach Music,song,2012,SUSPEITA,John Legend na Maybach Music não confirmado,,
16665,Rick Ross,Wale,The Matrimony,song,2015,SUSPEITA,feature do Wale não confirmado,,
16667,Rick Ross,Jadakiss,Maybach Music (Remix),song,2009,SUSPEITA,remix não confirmado,,
16668,Rick Ross,T-Pain,Luxury Tax,song,2008,SUSPEITA,Luxury Tax não teve T-Pain,,
16670,Swae Lee,Future,Sativa,song,2017,SUSPEITA,"Sativa é Jhené Aiko feat. Swae, aqui Future",,
16672,Swae Lee,Gucci Mane,Black Beatles (Remix),song,2016,SUSPEITA,remix não confirmado,,
16673,Swae Lee,Drake,Want You to Know,song,2021,SUSPEITA,colaboração não confirmada,,
16674,Swae Lee,Khalid,The Way I Am,song,2019,SUSPEITA,feature não confirmado,,
16675,Swae Lee,Sting,Own It (Remix),song,2018,SUSPEITA,"1ºpasse=inválida, web=incerto → rebaixada p/ suspeita: par implausível Swae Lee x Sting",Nenhuma evidência de 'Own It (Remix)' de Swae Lee com Sting; 'Own It' conhecido é do Stormzy (open.spotify.com),
16676,Ice Spice,PinkPantheress,Boy's a liar Pt. 2,song,2023,SUSPEITA,possível duplicata (dup_of_12453),,dup_of_12453
16680,J. Balvin,Daddy Yankee,Con Calma (Remix),song,2019,SUSPEITA,Balvin no remix de Con Calma não confirmado,,
16681,J. Balvin,Maluma,Okey,song,2016,SUSPEITA,título não confirmado,,
16683,J. Balvin,Karol G,Ay DiOs Mío!,song,2021,SUSPEITA,possível duplicata (dup_of_5618),,dup_of_5618
16685,Daddy Yankee,Pitbull,Ven Conmigo,song,2012,SUSPEITA,"Ven Conmigo foi com Prince Royce, não Pitbull",,
16686,Daddy Yankee,RedOne,Lovumba,song,2011,SUSPEITA,"RedOne é produtor, não artista da faixa",,
16687,Daddy Yankee,Psy,Gangnam Style (Remix),song,2012,SUSPEITA,possível duplicata (dup_of_5825),,dup_of_5825
16688,Daddy Yankee,Nicky Jam,Hasta El Amanecer (Remix),song,2016,SUSPEITA,remix não confirmado com certeza,,
16689,Daddy Yankee,Wisin,Que Tengo Que Hacer,song,2019,SUSPEITA,feature do Wisin não confirmado,,
16690,Daddy Yankee,Yandel,Ven Conmigo,song,2012,SUSPEITA,colaboração não confirmada,,
16691,Feid,J. Balvin,Feliz Cumpleaños Ferxxo,song,2022,SUSPEITA,"faixa é do Feid solo, feature não confirmado",,
16693,Feid,Maluma,Gafas Cartier,song,2022,SUSPEITA,colaboração não confirmada,,
16694,Feid,Young Miko,XD,song,2023,SUSPEITA,título ultracurto,,ultrashort_title
16696,Feid,Jhay Cortez,Diosa,song,2022,SUSPEITA,colaboração não confirmada,,
16697,Feid,Sech,Volando,song,2023,SUSPEITA,feature do Feid não confirmado,,
16698,Feid,Ryan Castro,El Cielo,song,2022,SUSPEITA,colaboração não confirmada,,
16699,Wisin,Yandel,Pa' que Recuerdes,song,2019,SUSPEITA,título não confirmado,,
16704,Wisin,Chris Brown,Smile,song,2019,SUSPEITA,colaboração não confirmada,,
16705,Becky G,Maluma,La Respuesta,song,2017,SUSPEITA,possível duplicata (dup_of_5405),,dup_of_5405
16707,Becky G,Anitta,Banana,song,2022,SUSPEITA,possível duplicata (dup_of_1710),,dup_of_1710
16708,Becky G,De La Ghetto,Todo Cambió,song,2016,SUSPEITA,possível duplicata (dup_of_15293),,dup_of_15293
16709,Becky G,Ozuna,Sensación,song,2019,SUSPEITA,colaboração não confirmada,,
16710,Becky G,Daddy Yankee,Con Calma,song,2019,SUSPEITA,Con Calma original é Daddy Yankee/Katy Perry,,
16711,Becky G,Will Smith,Get Lit,song,2019,SUSPEITA,colaboração não confirmada,,
16712,Quevedo,Mora,Cayó La Noche,song,2022,SUSPEITA,"Cayó La Noche tem vários artistas, Mora incerto",,
16714,Quevedo,Sebastián Yatra,Tacones Rojos (Remix),song,2022,SUSPEITA,remix não confirmado,,
16715,Quevedo,Rauw Alejandro,Esperando (Remix),song,2022,SUSPEITA,remix não confirmado,,
16716,Quevedo,Anuel AA,Con Quien Hablas,song,2023,SUSPEITA,colaboração não confirmada,,
16718,Ricky Martin,Daddy Yankee,La Gente,song,2016,SUSPEITA,colaboração não confirmada,,
16720,Ricky Martin,Fat Joe,Caminando,song,2013,SUSPEITA,colaboração não confirmada,,
16721,Ricky Martin,Marc Anthony,My Way,song,2015,SUSPEITA,colaboração não confirmada,,
16722,María Becerra,Nicki Nicole,Colocao,song,2021,SUSPEITA,feature Nicki Nicole não confirmado,,
16723,María Becerra,Paulo Londra,Que Más Pues? (Remix),song,2021,SUSPEITA,remix não confirmado,,
16724,María Becerra,Cazzu,Gula,song,2021,SUSPEITA,colaboração não confirmada,,
16725,María Becerra,TINI,Miénteme,song,2021,SUSPEITA,possível duplicata (dup_of_16396),,dup_of_16396
16726,María Becerra,Khea,Sigueme,song,2021,SUSPEITA,colaboração não confirmada,,
16727,María Becerra,Rauw Alejandro,Que Más Pues?,song,2021,SUSPEITA,"Que Más Pues foi com J Balvin, não Rauw",,
16728,María Becerra,Maluma,La Nota,song,2023,SUSPEITA,colaboração não confirmada,,
16729,María Becerra,Feid,Tú y Yo,song,2022,SUSPEITA,colaboração não confirmada,,
16730,Ludmilla,Anitta,Rainha da Favela,song,2019,SUSPEITA,"Rainha da Favela é da Ludmilla solo, feature incerto",,
16731,Ludmilla,MC Tha,Cobra Venenosa,song,2019,SUSPEITA,colaboração não confirmada,,
16732,Ludmilla,Léo Santana,Deixa Eu Te Amar,song,2018,SUSPEITA,colaboração não confirmada,,
16733,Ludmilla,Xamã,Maldivas,song,2022,SUSPEITA,colaboração não confirmada,,
16734,Ludmilla,Wz Beat,Modo Turbo,song,2023,SUSPEITA,"Modo Turbo é Luísa Sonza/Pabllo/Anitta, par incerto",,
16735,Ludmilla,Pabllo Vittar,Boa Sorte,song,2023,SUSPEITA,colaboração não confirmada,,
16736,Ludmilla,Bruninho & Davi,Aí Sim,song,2019,SUSPEITA,colaboração não confirmada,,
16737,Marília Mendonça,Maiara & Maraisa,Minha Herança,song,2018,SUSPEITA,colaboração não confirmada,,
16738,Marília Mendonça,Henrique & Juliano,Ausência,song,2017,SUSPEITA,colaboração não confirmada,,
16739,Marília Mendonça,Zé Neto & Cristiano,Tá,song,2018,SUSPEITA,título ultracurto,,ultrashort_title
16741,Marília Mendonça,Caio Cesar,Supera,song,2015,SUSPEITA,"Supera é música da Marília, dueto incerto",,
16743,Matuê,Djonga,Laranjinha,song,2021,SUSPEITA,colaboração não confirmada de memória,,
16744,Matuê,Filipe Ret,Rei do Trap,song,2020,SUSPEITA,título não localizado com certeza,,
16745,Matuê,L7nnon,30 Purpe Haze,song,2018,SUSPEITA,não recordo essa parceria,,
16746,Matuê,Don L,Ão,song,2019,SUSPEITA,título ultracurto,,ultrashort_title
